Date,Feedback,Sentiment,Key Theme
2024-07-22,pernah telat bayar kta blacklist umur hidup ada toleransi,Negative,Services
2024-07-22,jangan sering update,Negative,Features and Promotion
2024-07-22,susah punya rekening permata,Neutral,Services
2024-07-22,aplikasi sering error,Negative,Reliability
2024-07-22,tampil mutasi,Negative,Features and Promotion
2024-07-22,aplikasi terkadang lambat,Negative,Ease and Speed
2024-07-22,susah promo,Negative,Features and Promotion
2024-07-22,qris sering error,Negative,Features and Promotion
2024-07-22,orang permata tawar pinjam pinggir jalan resah iming beri botol minum bukti foto tahu bangun kartu kredit handphone tanpa izin,Negative,Services
2024-07-22,promo referal jadi malas referensi,Negative,Features and Promotion
2024-07-22,lola kurang sat set,Negative,Ease and Speed
2024-07-22,tiap aju pinjam selalu tolak semua jenis pinjam,Negative,Services
2024-07-22,qris blm kerjasama indomaret,Negative,Features and Promotion
2024-07-22,jangan sering ganggu,Negative,Reliability
2024-07-22,jual surat harga region laku via permata mobile x,Positive,Features and Promotion
2024-07-22,terlalu lambat buka aplikasi,Negative,Ease and Speed
2024-07-22,baik sistem sering jadi kendala sistem sebab aplikasi tidak dapat guna,Negative,Reliability
2024-07-22,semua ok,Positive,General
2024-07-22,mesin atm sulit temu,Negative,Services
2024-07-22,proses lama mati,Negative,Ease and Speed
2024-07-22,biaya transaksi rupiah bank mana,Positive,Fees and Rates
2024-07-22,gagal tidak jelas lu,Negative,Reliability
2024-07-22,transfer susahh scan ndak bisaa,Negative,Features and Promotion
2024-07-22,moga lekas baik,Positive,General
2024-07-22,kalo masuk aplikasi agak lambat,Negative,Ease and Speed
2024-07-22,login kurang cepat,Negative,Ease and Speed
2024-07-22,aman harap tingkat,Positive,Services
2024-07-22,lambat banget aplikasi,Negative,Ease and Speed
2024-07-22,aplikasi permata lambat sekali beda sekali dg bca performa tingkat,Negative,Ease and Speed
2024-07-22,penting selalu tingkat aman,Positive,Services
2024-07-22,beberapa merchant qris permata sering error laku ato tidak terima contoh loket m kasir indomaret,Negative,Features and Promotion
2024-07-22,tambah bayar id wajah kode sandi bayar qris lebih cepat saya masuk kode sandi butuh waktu buat lebih mudah qris id wajah,Positive,Features and Promotion
2024-07-22,loading lama sih pas start kadang ga akses pas tanggal gaji karena bebas biaya transfer tetep hepi setia ga komplain,Negative,Ease and Speed
2024-07-22,pernah aju ktadan lunaskenapa pinjam tolak sekarang,Negative,Services
2024-07-23,aplikasi tingkat biar ga delay sangat menggangu kadang keliru klik,Negative,UI/UX and Usability
2024-07-23,mudah baca kode qris saat proses laku bayar qris bila banding yang,Negative,Features and Promotion
2024-07-23,bayar pajak kendara,Positive,General
2024-07-23,fitur bingung kurang sederhana sering error pas qris,Negative,Features and Promotion
2024-07-23,suka error login,Negative,UI/UX and Usability
2024-07-23,baik tatanan fitur baik masalah ada scan barcode bayar sangat lama sering kendala,Negative,UI/UX and Usability
2024-07-23,kadang ada mutasi,Negative,Reliability
2024-07-23,masuk berat lama terus logout terlalu banyak langkah ada langkah singkat,Negative,UI/UX and Usability
2024-07-23,suka error kalau tanggal gaji masuk nyebelin,Negative,UI/UX and Usability
2024-07-23,handphone simpan memori kurang sangat nyaman kalau bulan update,Negative,UI/UX and Usability
2024-07-23,tingkat kan demi beberapa transaksi online pdam khusus daerah karawang tirta tarum guna saya lebih mudah transaksi permata mobile x,Positive,Services
2024-07-23,kalo transfer resi langsung muncul sering loading lama,Negative,Reliability
2024-07-23,susah nabung dollar alas uang jelek padahal uang baru ambil juni bank sendiri,Negative,Fees and Rates
2024-07-23,mudah sangat bantu,Positive,General
2024-07-23,dari kemarin bisa transfer aneh,Negative,Reliability
2024-07-23,mesin setor tunai ada,Negative,Services
2024-07-23,alam transfer gagu banget,Negative,Reliability
2024-07-23,kadang kalau mengunakan qris susah sering gagal saat bayar,Negative,Features and Promotion
2024-07-23,aplikasi lambat,Negative,Ease and Speed
2024-07-23,lebih mudah guna praktis tampil akses forex sbn lebih mudah,Positive,Features and Promotion
2024-07-23,sering error transfer bank,Negative,Reliability
2024-07-23,rekening kartu kredit ada,Negative,Services
2024-07-23,mudah aju kta kan banyak pake payrol permata gilir aju kta susah tuju kalau buat tabung cepet,Negative,Services
2024-07-23,tidak temu cara ubah sms otp jadi mpin,Negative,Features and Promotion
2024-07-23,sering ilang sendiri duit terus telpon pihak permata habis di telpon baru muncul demi aman kurang baik,Negative,Reliability
2024-07-23,sisa tagih sesuai potong sudah cicil,Negative,Fees and Rates
2024-07-23,update detail transaksi sering lambat,Negative,Reliability
2024-07-23,atm setor tunai,Positive,Services
2024-07-23,butuh aplikasi perban bisnis,Positive,General
2024-07-23,masuk password mohon kasih pilih kami lihat apa kami ketik aplikasi mobile perban lain,Negative,UI/UX and Usability
2024-07-23,selalu jadi gagal sistem,Negative,Reliability
2024-07-23,fitur daftar rekening permusah buat list jadi bingung,Positive,Features and Promotion
2024-07-23,cepat bagus kadang lambat,Negative,Ease and Speed
2024-07-23,semua sesuai bagus harap naik trmksh,Positive,General
2024-07-23,scan qris sering masalah gagal padahal sinyal kuat,Negative,Features and Promotion
2024-07-23,seringkali gagal transfer ttapi saldo ter debit koneksi lama sering putus,Negative,Reliability
2024-07-23,atm susah cari,Negative,Services
2024-07-23,suka lama buka permatamobile x,Negative,Ease and Speed
2024-07-23,mobile x lambat loading jdi d cepat langgan butuh cepat,Negative,Ease and Speed
2024-07-23,atm banyak,Positive,Services
2024-07-23,sedang login transfer masuk harus langsung tambah saldo perlu login ulang baru jumlah saldo baru masuk,Negative,Reliability
2024-07-23,aplikasi terlalu lola kalau mo buka aplikasi lambat,Negative,Ease and Speed
2024-07-23,atmin besar masak bulan potong x tarik atm kena isi,Negative,Fees and Rates
2024-07-23,aju kta tolak terus,Negative,Services
2024-07-23,saya kena biaya transaksi isi ulang,Negative,Fees and Rates
2024-07-23,cicil autodebit input jelas jadi potong ada inputan masuk,Negative,Reliability
2024-07-23,potong x bulan,Negative,Fees and Rates
2024-07-23,mohon tidak lambat operasi aplikasinyajuga baik sistem pinjam atau kartu kreditapabila lebih limitoutomatis di kembali masuk ke rekeningagar jelas sisa tagih nyaterima kasih,Negative,Reliability
2024-07-23,kapan demi isi tol,Neutral,General
2024-07-23,terlalu sering nerima tawar pinjam padahal selalu tolak tetap di telepon terus sangat ganggu,Negative,Services
2024-07-23,suka kalo transfer rekening bank tidak pakai biaya itu sangat bantu saya,Positive,Services
2024-07-23,qris ris guna dari kartu kredit,Positive,Features and Promotion
2024-07-23,terap kartu kredit selalu tolak,Negative,Services
2024-07-23,aplikasi jelasmasa sudah guna permata bebas kalau guna mata uang harus buat rekening baru,Negative,Features and Promotion
2024-07-23,muat transaksi ckp lama,Negative,Ease and Speed
2024-07-23,password bisa lihat jk keliru ketik,Negative,Features and Promotion
2024-07-23,jual rdpu ha satu unit jadi tahu berapa nominal rupiah,Negative,Features and Promotion
2024-07-23,agak lambat,Negative,Ease and Speed
2024-07-23,waktu transfer masuk kode sms masuk pin macam,Negative,Reliability
2024-07-23,cuman kalo scan apa loading lama sangat bantu transfer bank tidak admin,Positive,Services
2024-07-23,aman sangat lap,Positive,Services
2024-07-23,kalo saat langgan lupa password email baik lewat aplikasi perlu hubung permata tel,Positive,Features and Promotion
2024-07-24,transaksi begitu ribett punya tahap sebut jadi itu jadi lambat transaksi,Negative,Ease and Speed
2024-07-24,g paham apa rekening giro,Neutral,General
2024-07-24,transfer histori selalu lambat muncul selalu update,Negative,Reliability
2024-07-24,bunga terlalu besar,Negative,Fees and Rates
2024-07-24,ko sekarang bayar qris langsung ga harus pakai qris code dulu hm,Negative,Features and Promotion
2024-07-24,tidak aemua daerah bank permata,Negative,Services
2024-07-24,tidak semua daerah permata bank,Negative,Services
2024-07-24,lokasi atm mini,Negative,Services
2024-07-24,biaya trsf semua bank,Positive,Services
2024-07-24,mantap gratis transfer bank mana,Positive,Services
2024-07-24,aplikasi suka susah login,Negative,Reliability
2024-07-24,ios fitur kurang gera on bisa buka permata mobile waktu mati ingin buka sangat aneh sekali,Negative,Features and Promotion
2024-07-24,proses di mudah,Positive,Services
2024-07-24,biaya transfer gratis,Positive,Services
2024-07-24,jaring permata batas,Negative,Services
2024-07-24,gagal nerima sms aktif pin,Negative,Features and Promotion
2024-07-24,tahap transaksi simple kan,Negative,Ease and Speed
2024-07-24,kadang transaksi qris suka error,Negative,Reliability
2024-07-24,mantap lebih cepat mudah transaksi,Positive,Services
2024-07-24,lihat bayar periode layar pertama periode gesek pilih bulan sekarang,Negative,Features and Promotion
2024-07-24,baru aplikasi cepat,Negative,Ease and Speed
2024-07-24,terlalu banyak salah,Negative,Reliability
2024-07-24,ada dana selain lebih cepat yang,Positive,General
2024-07-24,atm j jauh,Negative,Services
2024-07-24,pakai kta besar auto debit kali sisa anini sangat rugi atau bisa lapor atas tindak tipu,Negative,Services
2024-07-24,mudah aju pinjam,Positive,Services
2024-07-24,aplikasi troble d bantu aman jaga,Positive,Services
2024-07-24,angsur kta kuh jadi gede kali,Negative,Fees and Rates
2024-07-24,layan kalau teller lama,Negative,Services
2024-07-24,ada opsi kelola hapus akun favorit,Negative,Features and Promotion
2024-07-24,mesin atm susah di tempat umum,Negative,Services
2024-07-24,biaya pot adm pb terlalu besar,Negative,Fees and Rates
2024-07-24,lebih mudah guna aplikasi livin sendiri mudah logout fitur mata uang asing mudah,Positive,Services
2024-07-24,layan sangat baik,Positive,Services
2024-07-24,banyak update terus padahal di update,Negative,Ease and Speed
2024-07-24,kemarin beli token pake permata mobile sekarang ga,Negative,Reliability
2024-07-24,butuh keranjang transaksi internet perban lebih satu transaksi laku satu waktu,Positive,Features and Promotion
2024-07-24,jangan sering error masalah sistem,Negative,Reliability
2024-07-24,cetak buku ada tiap teller biar mudah nasabah permata,Positive,Services
2024-07-24,susah oleh kta kartu kredit payroll lain semua tolak terus,Negative,Services
2024-07-24,anda milik fitur sangat bodoh periksa ketidakaktifan guna anda etik tidak anggur,Negative,Features and Promotion
2024-07-24,layan pdam bekas blm ya,Negative,Services
2024-07-24,cepat transfer baru,Positive,Services
2024-07-24,beberapa orang ingin transfer rekening permata dengan guna atm alami kendala transaksi jadi hambat masuk saya lebih mudah cari kode bank permata atm,Negative,Services
2024-07-24,ngajuin kta,Negative,Services
2024-07-24,terlalu lambat qris buka aplikasi itu ui ux cukup bingung,Negative,Features and Promotion
2024-07-24,sulit cari bukti transfer tiap habis transfer kirim wa apa klu lihat obat,Negative,Services
2024-07-24,semua baik tahan syukur terima kasih ting,Positive,General
2024-07-24,aplikasi lambat,Negative,Ease and Speed
2024-07-24,sering jadi salah sistem,Negative,Reliability
2024-07-24,aju kta ribet susah acc,Negative,Services
2024-07-24,aplikasi kurang simple,Negative,Features and Promotion
2024-07-25,kurang mesin atm cabang bank urus apabila kendala,Negative,Services
2024-07-25,harga pulsa turun kalau harga bawah nominal,Negative,Fees and Rates
2024-07-25,terlalu sering minta update makin sering update bukan tambah bagus malah buat banyak spam sering error,Negative,Reliability
2024-07-25,awal bagus ga biaya transfer online malah jadi biaya semua bank ken ikut ga biaya eh permata malah biaya salah,Negative,Fees and Rates
2024-07-25,tgl gaji seringkali turun,Negative,Reliability
2024-07-25,selalu tolak aju kta,Negative,Services
2024-07-25,permata benar bersih praktek ribabaru akan rekomendasi teman,Negative,Services
2024-07-25,aplikasi permatamobile x perlu tingkat mudah cepat guna terima kasih,Negative,Features and Promotion
2024-07-25,siang dikit permata mobile error,Negative,Reliability
2024-07-25,knpa pinjam uang skrg d gk,Negative,Services
2024-07-25,aju pinjam susah,Negative,Services
2024-07-25,suka error pernah tiba tiba saldo tidak kan jadi kaget,Negative,Reliability
2024-07-25,suka error tanggal gaji tampil kurang tarik,Negative,Features and Promotion
2024-07-25,banyak mesin atm daerah kabupaten bandung,Negative,Services
2024-07-25,adakan setor tunai mesin atm,Negative,Services
2024-07-25,obat rekening sering update transaksi bulan baru lihat bulan depan,Negative,Reliability
2024-07-25,mulai lebih baik tidak error,Positive,Reliability
2024-07-25,aplikasi lemah lambat,Negative,Ease and Speed
2024-07-25,tambah metode pemabayaran kai lebih mantap,Positive,Services
2024-07-25,lihat kata sandi pasti keliru ketik tidak,Positive,Features and Promotion
2024-07-25,navigasi sms aktif,Negative,Fees and Rates
2024-07-25,aplikasi terlalu lambat,Negative,Ease and Speed
2024-07-25,kata kata bagus,Positive,General
2024-07-25,layan sangat ramah sekali,Positive,Services
2024-07-25,puas fitur sangat berat aplikasi,Negative,Features and Promotion
2024-07-25,bukan admin gratis,Negative,Fees and Rates
2024-07-25,dar masuk laku transfer norek atau bank lebih baik nomor rek sudah dilist tampil nama atas nomor rek trsbt lebih mudah pilih nomor rek tuju,Positive,Services
2024-07-25,tampil kurang kini,Negative,Features and Promotion
2024-07-25,login error transfer error transfer uang masuk saldo kurang bukti transaksi ada jadi hilang uang,Negative,Reliability
2024-07-25,tgl ganggu tentu harus memastikannkoneksi mati handphone pdhl ada kendala jaring,Negative,Reliability
2024-07-25,fitur susah tidah simple,Negative,Features and Promotion
2024-07-25,pakai biaya bulan,Negative,Fees and Rates
2024-07-25,respon terlalu lama,Negative,Ease and Speed
2024-07-25,kalau tangal gaji suka error padahal penting pake,Negative,Reliability
2024-07-25,sering masalah buka permata mobile terlibh ketika tgl,Negative,Reliability
2024-07-25,aplikasi permata mobil sering lalod,Negative,Reliability
2024-07-25,sering jadi salah tanggal,Negative,Reliability
2024-07-25,aplikasi sering banget ganggu padahal aplikasi perban banyak orang pakai transaksi mohon lebih stabil aplikasi biaya admin transfer permata gratis sangat suka rekomendasi banget buat temen,Positive,Reliability
2024-07-25,lebih tingkat kualitas sistemnyajgn sering error,Negative,Reliability
2024-07-25,blm mesin atm lombok tengah praya,Negative,Services
2024-07-25,susah buka jk pakai wifi,Negative,Ease and Speed
2024-07-25,sebar mesin atm kantor cabang d bal lebih baik,Negative,Services
2024-07-25,buruk buruk buruk,Negative,General
2024-07-25,otp butuh waktu lama,Negative,Ease and Speed
2024-07-25,terlalu banyak fitur,Negative,Features and Promotion
2024-07-25,waktu rubah rekening transfer mohon nominal jangan hilang jadi perlu input ulang,Negative,Features and Promotion
2024-07-25,layan kurang ada kendala cs bisa kasih jelas solusi,Negative,Services
2024-07-25,saran muat jangan terlalu lama,Negative,Ease and Speed
2024-07-25,tengah malam error terus jadi ga transaksi utama beli tiket kereta harus laku tengah malam,Negative,Reliability
2024-07-25,transfer gaji aku pt tidaakndi akuinsebagai nasabah payroll padahal jelas tiap tgl transfer pt,Negative,Services
2024-07-25,aplikasi terlalu berat,Negative,Ease and Speed
2024-07-25,aplikasi terlalu lelet,Negative,Ease and Speed
2024-07-25,susah ngasih tau kta,Negative,Services
2024-07-25,aplikasi terlalu berat,Negative,Ease and Speed
2024-07-25,tampil antarmuka guna kurang tarik,Negative,Features and Promotion
2024-07-25,layan langgan baik,Positive,Services
2024-07-25,terkadang suka susah login aplikasi dapat akses,Negative,Reliability
2024-07-25,jangan sering error lah,Negative,Reliability
2024-07-25,gaji saat tentu aplikasi sering down,Negative,Reliability
2024-07-25,transaksi qris terlalu panjang alur mohon buat brimo,Negative,Features and Promotion
2024-07-25,banyak baru,Negative,Features and Promotion
2024-07-25,mobile x baik sangat bantu demi dukung layan makin baik mesin atm sangat minim ada perhati,Positive,Services
2024-07-25,sering turun tengah malam,Negative,Reliability
2024-07-25,knpa kta sekrng susah saat lgi butuh bisa bantu,Negative,Services
2024-07-25,banyak mesin atm tiap wilayah,Negative,Services
2024-07-25,ada macam lapor transaksi masuk,Negative,Features and Promotion
2024-07-25,salah terus terus lambat,Negative,Reliability
2024-07-25,baik nya atm setor tunai,Negative,Services
2024-07-25,aplikasi sulit erti,Negative,Features and Promotion
2024-07-25,transparan dana nasabah hapus jelas jadi transaksi apa,Negative,Services
2024-07-25,tampil nama milik nomor rekening lebih baru nomor rekening d menu transfer,Negative,Features and Promotion
2024-07-25,aplikasi buat lebih simpel mungkin karena saya agak ga atur aplikasi tks,Negative,Features and Promotion
2024-07-25,aplikasi lambat muat buka,Negative,Ease and Speed
2024-07-25,layan langgan putri ida ayu,Positive,Services
2024-07-25,atm sedikit,Negative,Services
2024-07-25,biaya transfer antar bank gratis,Positive,Fees and Rates
2024-07-25,proses terlalu lama masuk mem memih menu perlu waktu beberapa detik tingkat ya permata mobile bagus benar cuman minus terlalu lama masuk menu,Negative,Ease and Speed
2024-07-25,sudah kasih feedback dr instagram atas nama user wije orang product owner jadi tau rasa sila periksa jadi kalian tingkat nyaman guna,Positive,Services
2024-07-25,aplikasi kurang responsif,Negative,Reliability
2024-07-25,akan rekomendasi kpd siapa masuk keluarga sendiri knp cek histori adu dan banyak lain,Negative,General
2024-07-25,semua ku suka,Positive,General
2024-07-25,proses lama loading,Negative,Ease and Speed
2024-07-25,proses proses lambat loading mohon baik biar cepat bca,Negative,Ease and Speed
2024-07-25,di baik cepat,Negative,Ease and Speed
2024-07-25,tambah fitur simpan nomor rekening,Negative,Features and Promotion
2024-07-25,pernah transfer uang engga masuk rekening tuju uang kembali,Negative,Reliability
2024-07-25,atm permata jam di bengkong,Negative,Services
2024-07-25,aplikasi kurang sederhana,Negative,Features and Promotion
2024-07-25,transfer pilih nomer rekening akan transfer ada nama nasabah akan transfer,Negative,Features and Promotion
2024-07-25,bukti transfer jangan cepat hapus,Negative,Features and Promotion
2024-07-25,selamat malam bagaimana pinjam kasbon di tolak terus terus,Negative,Services
2024-07-25,ui lebih modern,Positive,Features and Promotion
2024-07-25,bagus sering kn blokir hehe tq permata,Negative,Reliability
2024-07-25,lebih bagus jika aplikasi sama bank jago,Positive,Features and Promotion
2024-07-25,aplikasi kurang sederhana mutasi akun sulit akses,Negative,Features and Promotion
2024-07-25,sering error mobile banking tolong tingkat layan,Negative,Reliability
2024-07-25,pilih fitur tidak sederhana,Negative,Features and Promotion
2024-07-25,terlalu banyak fasilitas satu aplikasi bangun lambat,Negative,Features and Promotion
2024-07-25,bagus selalu nol rupiah kita transfer duit bank mana,Positive,Fees and Rates
2024-07-25,atm mohon tambah,Negative,Services
2024-07-25,pakai permata sangat bantu saya tuju biaya navigasi bulan,Negative,Fees and Rates
2024-07-25,masalah topup selalu tolak padahal butuh yang jahat beri,Negative,Services
2024-07-26,mantap walaupun kadang susah buka aplikasi,Positive,Reliability
2024-07-26,hubung invest pasar sekunder bond,Positive,Features and Promotion
2024-07-26,sering error penggunaam qris sering error,Negative,Reliability
2024-07-26,kartu kredit jangan blokir saya kan bayar walaupun telat telat dalam batas wajar,Negative,Fees and Rates
2024-07-26,etoll permata ada,Negative,Features and Promotion
2024-07-26,nasabah payrol permata bank bulan gaji lalu permata bank selalu tolak aju kta langsung debit dari nomor rekening tiap bulan selalu tolak aju kta terima kasih,Negative,Fees and Rates
2024-07-26,bayar via ponsel x sering kali bisaloading lama,Negative,Ease and Speed
2024-07-26,lihat mutasi selalu hari kemarin selalu bisa real time,Negative,Reliability
2024-07-26,galeri atm sedikit,Negative,Features and Promotion
2024-07-26,mutasi transaksi beranta kalau cek pagi hari,Negative,Reliability
2024-07-26,tambah fitur paylater emoney,Positive,Features and Promotion
2024-07-26,ikut kartu kredit tagih nyekik sesuai pertama di jelas customer service tiap bulan bayar jumlah tagih berkurangmalah tambah,Negative,Fees and Rates
2024-07-26,suka keluar sendiri,Negative,Reliability
2024-07-26,riwayat transaksi mohon lebih detail per transaksi,Negative,Features and Promotion
2024-07-26,tidak terima kasih,Neutral,General
2024-07-26,terima kasih kali,Neutral,General
2024-07-26,jangan banyak potong,Negative,Fees and Rates
2024-07-26,kok tiba cepat error,Negative,Reliability
2024-07-26,kalo beli token listrik jangan batas jam kalauoun batas hari jam mulai jam jangan terlalu lama,Negative,Features and Promotion
2024-07-26,mudah aman,Positive,UI/UX and Usability
2024-07-26,terlalu lama logika,Negative,Ease and Speed
2024-07-26,muat login lama mohon cepat,Negative,Ease and Speed
2024-07-26,bank permata udah oke,Positive,General
2024-07-26,bagus bebas biaya admin tfr bank,Positive,Fees and Rates
2024-07-26,tampil ramah,Negative,UI/UX and Usability
2024-07-26,permata mobile x kurang stabil lambat,Negative,Ease and Speed
2024-07-26,jangan sering sering update,Negative,Features and Promotion
2024-07-26,mntap pakai mbngking permata,Positive,General
2024-07-26,salah qris suka,Negative,Reliability
2024-07-26,layan cs buruk panjang massa cs nya profesional mental tempe buruk buruk butut,Negative,General
2024-07-26,bisa top up kta,Negative,Features and Promotion
2024-07-26,sangat mudah bagus suka,Positive,UI/UX and Usability
2024-07-26,turut aplikasi lebih baik,Neutral,General
2024-07-26,situs web bisnis permata butuh baru besar,Negative,Features and Promotion
2024-07-26,tingkat cepat,Negative,Ease and Speed
2024-07-26,bahkan bisa transfer antar akun sendiri,Negative,Reliability
2024-07-26,ada simpan rek transfer,Negative,Features and Promotion
2024-07-26,perangkat android ram gb pakai aplikasi kadang keluar sendiri kadang akhir langkah akhir transaksi keluar sendiri solusi buat masa,Negative,Reliability
2024-07-26,sangat kaku aplikasi operasi sulit keluar aplikasi harus bolak-balik kurang efisien,Negative,UI/UX and Usability
2024-07-26,kalo buka mobile banking suka lambat banget aplikasi,Negative,Ease and Speed
2024-07-26,selalu lelet aplikasi m perban,Negative,Ease and Speed
2024-07-26,banyak mesin atm,Negative,Features and Promotion
2024-07-26,sekarang biaya dulu pas buka bilang ada biaya sekarang malah kena biaya admin,Negative,Fees and Rates
2024-07-26,aju kta selalu tolak,Negative,Fees and Rates
2024-07-26,henti tanya transaksi sebal,Negative,UI/UX and Usability
2024-07-26,sering maintenance qris permatapoin sering error ingin guna,Negative,Reliability
2024-07-26,uang hapus kecewa,Negative,Reliability
2024-07-26,harap timbang kirim email kali masuk ini macam spam,Negative,UI/UX and Usability
2024-07-26,transfer antar bank gratis,Positive,Fees and Rates
2024-07-26,transaksi langsung update kalah sama aplikasi bank,Negative,Reliability
2024-07-26,mulai baik,Positive,General
2024-07-26,moga lebih baik,Positive,General
2024-07-26,perlu lebih banyak fitur lebih mudah akses kartu nirsentuh belum fungsi,Negative,Features and Promotion
2024-07-26,kurang satu set aplikasi mobile perban seperti bank agak rumit,Negative,UI/UX and Usability
2024-07-26,blm ngajuin pinjam,Negative,Features and Promotion
2024-07-26,fitur aplikasi bingung,Negative,UI/UX and Usability
2024-07-26,sangat cepat sangat bantu,Positive,Ease and Speed
2024-07-26,layan call center kurang responsif,Negative,Services
2024-07-26,sangat bagus sekali,Positive,General
2024-07-26,atm mini permata,Negative,Features and Promotion
2024-07-26,akun virtual ganggu terus,Negative,Reliability
2024-07-26,qris masih bisa guna,Negative,Reliability
2024-07-26,sangat perlu guna permata bank sedikit masuk saya di cepat muat transaksi ha kekuranga lebih luar biasa,Negative,Ease and Speed
2024-07-26,proses login lama proses menu menu lambat,Negative,Ease and Speed
2024-07-26,matprom sqngat minim banyak penggune permata sendiri sadar kelbihan fitur permata,Negative,Features and Promotion
2024-07-26,buka aplikasi berat kurang lancar,Negative,UI/UX and Usability
2024-07-26,terlalu mudah guna masuk pin transaksi proses langsung perlu masuk ok menu transfer dapat cari pilih dasar nama bukan dasar nomor rekening ada akan ingat nomor,Negative,UI/UX and Usability
2024-07-26,henti tarif ganggu telah transaksi,Negative,UI/UX and Usability
2024-07-26,transfer biasa pernah masalah sekarang jadi uang transfer info aplikasi gagal transfer baik aplikasi lebih baik proses transfer,Negative,Reliability
2024-07-26,bank permata mantap,Positive,General
2024-07-26,sering masalah harus kondisi internet cepat tinggi,Negative,Reliability
2024-07-26,pindai qris lama,Negative,Ease and Speed
2024-07-26,atm lebih banyak,Negative,Features and Promotion
2024-07-26,muat buka aplikasi lama,Negative,Ease and Speed
2024-07-26,bunga bulan taruh bank,Negative,Fees and Rates
2024-07-26,maaf proses permata tolong bantu di cepat,Negative,Services
2024-07-26,henti tanya tarif,Negative,UI/UX and Usability
2024-07-26,aplikasi lambat,Negative,Ease and Speed
2024-07-26,bayar kta x potong,Negative,Fees and Rates
2024-07-26,sering jebak,Negative,Reliability
2024-07-26,terlalu banyak email informasi login,Negative,Services
2024-07-26,pinjam lebihkhusus nasabah prioritas payroll,Positive,Services
2024-07-26,aju dana tunai susah bisa,Negative,Services
2024-07-26,biaya bulan sangat mahal,Negative,Fees and Rates
2024-07-26,terkadang obat transaksi lengkap,Negative,Reliability
2024-07-26,kata tarik tunai indomaret kata kasir bisa coba tarik tunai infomaret pati jawatengah,Negative,Services
2024-07-26,kalau jgn lama proses lambat banget,Negative,Ease and Speed
2024-07-26,aplikasi terlalu lambat,Negative,Ease and Speed
2024-07-26,saldo suka kurang sendiri ada bukti transfer tarik,Negative,Reliability
2024-07-26,aplikasi lambat parah mohon baik,Negative,Ease and Speed
2024-07-26,biaya transfer gratis mantap,Positive,Fees and Rates
2024-07-26,atm banyak g operasi lagimau ambil uang susah,Negative,Features and Promotion
2024-07-26,tahu bagaimana mrnghilangkan ikon sidah tidak pakai ada pandu,Negative,UI/UX and Usability
2024-07-26,tidak transfer bantu,Negative,Reliability
2024-07-26,terlalu banyak spam ga jelas kasi temen ku lain kalo keluarga sering telpon,Negative,Services
2024-07-26,cukup bagus layan,Positive,General
2024-07-26,lebih banyak hadiah,Positive,Features and Promotion
2024-07-26,qris lambat susah laku bayar,Negative,Ease and Speed
2024-07-26,makin banyak fitur makin banyak masalah baik masalah resiko,Negative,Reliability
2024-07-26,loading makin lama,Negative,Ease and Speed
2024-07-26,banyak masalah transfer ganggu,Negative,Reliability
2024-07-26,kurang lancar guna aplikasi,Negative,UI/UX and Usability
2024-07-26,lambat buka keluar permata mobile x,Negative,Ease and Speed
2024-07-26,dalam rekening obat dapat rincian transaksi bentuk buah kartu obat cakup seluruh informasi bank digital sudah cakup aplikasi pada utama mutasi transaksi mudah buku,Negative,Reliability
2024-07-26,loading lama nunggu habis rokok batang,Negative,Ease and Speed
2024-07-26,menu transfer antar bank baik tampil tidak cari skrg menu ada kita pilih transf pdhal transfer bisa antar bank beda bank,Negative,UI/UX and Usability
2024-07-26,selalu kendala masuk nomor tlp tempat usaha kerja saat buka rekening jangan pake stripkode daerah ha angka angka gagal terus masuk nomor handphone kadang yang kadang gagal tingkat buka rekening,Negative,UI/UX and Usability
2024-07-27,aplikasi lalot lambat respon habis klik pilih,Negative,Ease and Speed
2024-07-27,login jangan lihat saldonua,Negative,UI/UX and Usability
2024-07-27,pinjam kta mudah nasbah payrol,Positive,Services
2024-07-27,sering jadi salah ganggu,Negative,Reliability
2024-07-27,sangat bagus ada kendala saat aju kta kali aju pertama dua tuju saat aju di tolak sangat kecewa,Negative,Services
2024-07-27,selalu lancar transaksi,Positive,General
2024-07-27,aplikasi ada lambat lambat aplikasi stabil guna lebih mudah fitur aplikasi oke bantu langgan ingin transaksi,Positive,Ease and Speed
2024-07-27,handphone aplikasi berat lama buat lebih ringan,Negative,Ease and Speed
2024-07-27,suka lambat aplikasi,Negative,Ease and Speed
2024-07-27,desa ada jaring,Negative,Reliability
2024-07-27,m perban terlalu lama proses,Negative,Ease and Speed
2024-07-27,semua ada atas sana,Positive,General
2024-07-27,tagih kartu kredit bayar full jgn potong cicil minimal lah,Negative,Fees and Rates
2024-07-27,gunungkidul ad bank mesin atm,Negative,Features and Promotion
2024-07-27,update transaksi sering lambat,Negative,Reliability
2024-07-27,transfer gratis saja,Positive,Fees and Rates
2024-07-27,salah anda guna aplikasi,Negative,Reliability
2024-07-27,permata selalu baik,Positive,General
2024-07-27,ok semua,Positive,General
2024-07-27,layan lebih tingkat lag,Negative,Services
2024-07-27,aplikasi terlalu lola loading lama,Negative,Ease and Speed
2024-07-27,akses buka terlalu lama,Negative,Ease and Speed
2024-07-27,aplikasi cepat aplikasi mobile banking,Negative,Ease and Speed
2024-07-27,asal transfer selalu error aplikasi,Negative,Reliability
