Date,Feedback,Sentiment,App Related,Key Theme,Specific Themes,,,,,
7/21/2024 7:27,jjk,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 7:35,goos,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 7:38,kadang masih suka lemot kalau mau buka mbanking,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 7:43,kecepatan kemudahan penggunaan,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 7:52,aplikasi saat digunakan sering eror tiba2 kluar dri aplikasi,Negative,Yes,Reliability,Frequent Crashes,,,,,
7/21/2024 8:15,"Save no rek tidak simple, tidak ada nama hanya nomer, Kecepatan loading kurang fast.",Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
7/21/2024 8:18,Loading aplikasi agak lama,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 8:32,"banyak erornya, tf ga gagal2 terus pda saat yg d butuhkan, tarik tunai jg sering ga bisa",Negative,Yes,Reliability,Frequent Errors,,,,,
7/21/2024 8:44,kadang suka eror,Negative,Yes,Reliability,Frequent Errors,,,,,
7/21/2024 8:49,"sering gangguan,saldo terpotong tp ke rekening tujuan gk masuk",Negative,Yes,Reliability,Transaction Issues,,,,,
7/21/2024 9:08,"spt hr ini, ada gangguan…di saat kita sgt butuh transaksi online",Negative,Yes,Reliability,Frequent Disruptions,,,,,
7/21/2024 9:28,"sering Error kalau pas mau payment dengan QR, tolong diperbaiki",Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/21/2024 9:31,top,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 9:39,sdh memuaskan semuanya,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 9:41,counter ATM msih langka,Negative,No,Services,ATM Availability,,,,,
7/21/2024 9:53,"kenapa sekarang biaya tarik tunai udh gak gratis lg, pdhl dulu gratis.",Negative,No,Fees and Rates,Withdrawal Fees,,,,,
7/21/2024 10:09,good,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 10:12,lemot dan bnyk bug apalagi qris sering error…payah bgt deh,Negative,Yes,Reliability,Frequent Bugs,,,,,
7/21/2024 11:38,nice,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 11:40,aplikasi masih sering error,Negative,Yes,Reliability,Frequent Errors,,,,,
7/21/2024 11:41,bagus ceoat,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:02,.,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 12:03,ketika pelunasan kartu kredit system tidak langsung merubah dengan cepat status pembayaran,Negative,Yes,Reliability,Slow Status Updates,,,,,
7/21/2024 12:09,Report history transaksi sering terlambat,Negative,Yes,Reliability,Slow Transaction History,,,,,
7/21/2024 12:09,bbb,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 12:33,Terkadang tidak bisa masuk app,Negative,Yes,Reliability,Login Issues,,,,,
7/21/2024 12:34,puas,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:35,sangat puas,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:42,sangat puas,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:42,sangat puas,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:53,"cukup baik semua, yg penting Aman",Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:55,bagus,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:55,bagus,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 12:55,kemudahan penggunaan,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 12:55,kemudahan penggunaan,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 12:55,kemudahan penggunaan,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 12:56,kemudahan penggunaan,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 12:56,kemudahan penggunaan,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 13:20,kurangnya mesin atm,Negative,No,Services,ATM Availability,,,,,
7/21/2024 13:25,good,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 13:45,aplikasinya berat,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 14:36,annoying nps score pop up,Negative,Yes,Features and Promotion,Frequent NPS Popups,,,,,
7/21/2024 14:44,sudah oj,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 14:50,the best,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 15:03,tranfer geratis,Positive,No,Fees and Rates,Free Transfers,,,,,
7/21/2024 15:38,bagus,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 16:05,"terkadang sulit menggunakan akses biometrik, sering gagal",Negative,Yes,Features and Promotion,Biometric Issues,,,,,
7/21/2024 16:08,bagus,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 16:21,program belanja supermarket dapat cashback kok dihapus ya,Negative,No,Features and Promotion,Promotion Issues,,,,,
7/21/2024 16:31,nice,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 16:42,respon apk kurang cepat,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 16:47,ok,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 16:51,sangat mudah dan dipahami,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 17:00,its not perfect but acceptable…,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 17:10,puas,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 17:10,"jika nasabah menolak tawaran asuransi dari permata, mohon tidak dipaksa. selebihnya bagus. pelayan bank offline nya juga sangat ramah dan informatif.",Positive,No,Services,Insurance Offers,,,,,
7/21/2024 17:16,aplikasinya lalod skali,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 17:32,tidak dipermudah untuk nasabah payrol pengajuan KTA dan kartu kredit,Negative,No,Services,Loan and Credit Card Issues,,,,,
7/21/2024 17:46,terkadang lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 17:48,"perlu kemudahan dana kta, terutama pengguna payroll",Negative,No,Services,Loan Application Issues,,,,,
7/21/2024 18:00,sip,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 18:10,"I cant put more points while I have to solve every problem only at the bank office. You should have made online support a long time ago, where I could solve most problems and questions in a chat with an operator",Negative,Yes,Services,Lack of Online Support,,,,,
7/21/2024 18:11,sering susah diakses,Negative,Yes,Reliability,Accessibility Issues,,,,,
7/21/2024 18:12,kurangi error,Negative,Yes,Reliability,Frequent Errors,,,,,
7/21/2024 18:22,kalau untuk saya cukup,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 18:42,support,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 18:57,mantap,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 19:06,keren,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 19:09,sudah bagus. Hanya saja terkadang eror,Negative,Yes,Reliability,Frequent Errors,,,,,
7/21/2024 19:10,lemoooot bangeeeet,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/21/2024 19:14,simple step,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 19:23,tanpa biaya a,Positive,No,Fees and Rates,No Transaction Fees,,,,,
7/21/2024 19:43,mantap dan memudahkan,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 19:43,"No really responsive, less easy to use",Negative,Yes,UI/UX and Usability,Ease of Use,,,,,
7/21/2024 20:01,the customer service is not good,Negative,No,Services,Customer Service Issues,,,,,
7/21/2024 20:08,nice,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 21:18,gooddddd,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 21:41,tampilan rekening tidak nyaman,Negative,Yes,UI/UX and Usability,Uncomfortable Layout,,,,,
7/21/2024 21:48,banyak telepon yang mengganggu,Negative,No,Services,Unwanted Calls,,,,,
7/21/2024 22:17,good,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 22:22,Kartu kredit sudah bertahun tahun tidak bisa naik limit,Negative,No,Services,Credit Limit Issues,,,,,
7/21/2024 22:43,ok,Neutral,Yes,General,General Neutral Feedback,,,,,
7/21/2024 22:49,good,Positive,Yes,General,General Positive Feedback,,,,,
7/21/2024 23:47,gak bisa scan barcode untuk cashless i dint know why,Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 0:49,good,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 1:22,system kurang smooth,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 4:04,pengajuan kta pada simulasi dan realnya beda suku bunga,Negative,No,Services,Loan Interest Rate Issues,,,,,
7/22/2024 4:19,pokoknya mantap pertama bank,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 4:48,"untuk transaksi melalui jalur aplikasi mohon untuk di perbaiki,contoh beli pulsa hp untuk lebih di perhatikan lagi terima kasih",Negative,Yes,Features and Promotion,Transaction Issues,,,,,
7/22/2024 5:30,sambungkan dangan pembayaran kai access,Positive,Yes,Features and Promotion,Missing Features,,,,,
7/22/2024 5:49,bagus,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 6:03,tks for your facility,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 6:09,permatamobilex sangat membantu dan mudah untuk di operasikan trima kasih,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 6:21,memuaskan,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 6:22,"Sepertinya jika saldo di bawah 10 juta akan di kenakan biaya tf beda bank. Coba di kasih limit aja jika di bawah 10 juta, hanya bisa 5 smp 10 kali aja.",Negative,No,Fees and Rates,Transfer Fee Issues,,,,,
7/22/2024 6:36,"ini sifatnya pribadi, tidak bersedia merekomd orang lain",Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 6:39,"Notif di SMS Banking tidak muncul jika terjadi transaksi, PLEASE kasih infonya, biar saya tidak harus melihat mutasi untuk cek transakasi keuangan. Terimakasih",Negative,Yes,Features and Promotion,Missing Transaction Alerts,,,,,
7/22/2024 6:44,fitur kurang lengkap,Negative,Yes,Features and Promotion,Missing Features,,,,,
7/22/2024 6:56,Nominal saldo saat mau log out masih kelihatan belum ada fitur untuk menutup,Negative,Yes,UI/UX and Usability,Privacy Issues,,,,,
7/22/2024 7:04,QR is really bad sometimes didnt work out,Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 7:50,fitur kurang cepat,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 7:56,sangaat mudah dan membantu,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 8:01,bebas biaya selamanya,Positive,No,Fees and Rates,No Transaction Fees,,,,,
7/22/2024 8:03,aplikasinya diperbaharui. karna sangat lambat,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 8:13,jml atm khususnya di perumahan2,Negative,No,Services,ATM Availability,,,,,
7/22/2024 8:17,asking to rate while I am busy on transaction,Negative,Yes,Features and Promotion,Poorly Timed Rating Requests,,,,,
7/22/2024 8:28,semuanya bagus,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 8:28,agar disediakan atm disetiap SPBU,Positive,No,Services,ATM Availability,,,,,
7/22/2024 8:33,lebih mudah bertransaksi,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/22/2024 8:35,dari pagi hingga saat ini kenapa saya gagal transfer terus ya,Negative,Yes,Reliability,Transaction Issues,,,,,
7/22/2024 8:42,yes,Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 8:55,"selamat pagi, ijin bertanya kenapa setiap sya ngajuin KTA atau kas bon tidak pernah di ACC, mohon maaf ijin petunjuk, salah nya di mana bapak atau ibuk",Negative,No,Services,Loan Approval Issues,,,,,
7/22/2024 8:55,limit KK kecil,Negative,No,Services,Credit Limit Issues,,,,,
7/22/2024 9:07,buka aplikasinya aga lama,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 9:17,"akun permata mobile x saya selalu berganti menjadi akun org lain atas nama Soleh, sudah saya uninstall aplikasinya dan login kembali ke akun saya tapi setelah beberapa saat kembali ke akun org",Negative,Yes,Reliability,Account Issues,,,,,
7/22/2024 9:18,okkk,Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 9:18,di hp saya aplikasinya sedikit ngelag ya.,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 9:19,q,Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 9:20,Atm belum merata di wilayah wilayah,Negative,No,Services,ATM Availability,,,,,
7/22/2024 9:20,very very good.,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 9:43,"bagus,",Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 9:52,ok,Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 9:56,kemudahan pengguna,Positive,Yes,UI/UX and Usability,Ease of Use,,,,,
7/22/2024 9:58,Agak berat sih tapi oke,Neutral,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 9:59,"pada saat masuk di permata mobile loading nya lama, fiturnya juga tidak lengkap, contoh history transaksi atau sisa outstanding KTA tidak ada",Negative,Yes,Features and Promotion,Missing Features,,,,,
7/22/2024 10:01,sometimes can not be used due to error,Negative,Yes,Reliability,Frequent Errors,,,,,
7/22/2024 10:02,"hiden jumlah saldo saat QR pay , alasan privasi",Positive,Yes,UI/UX and Usability,Privacy Issues,,,,,
7/22/2024 10:02,ok,Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 10:31,"Kadang terlalu berat buka aplikasinya, butuh simple aplikasi yg mudah untuk transaksi dan cek saldo",Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 10:47,permata mobil x nya sering tiba2 keluar sendiri minta registrasi ulang,Negative,Yes,Reliability,Frequent Crashes,,,,,
7/22/2024 10:58,ok,Neutral,Yes,General,General Neutral Feedback,,,,,
7/22/2024 11:01,"OPSI save number seharusnya di awal. kalo di akhir, jadi suka kelupaan mau save nya.",Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
7/22/2024 11:05,"jangan suka nelp nelp, saya merasa terganggu, uda di bilang tidak mau buka cc, di telp nin terus",Negative,No,Services,Unwanted Calls,,,,,
7/22/2024 11:11,transaksi gak bisa,Negative,Yes,Reliability,Transaction Issues,,,,,
7/22/2024 11:19,"terima kasih sudah mengasih kepercayaan untuk di ACC nya permata kasbon,semoga kedepannya bisa mempermudah pinjaman di KTA nya.",Positive,No,Services,Loan Approval Issues,,,,,
7/22/2024 11:24,tidak ada yangpenting oke dan cepat,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 11:40,Pas pemrosesan QR code sering nggak bisa. Terpaksa ga jadi beli.,Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 11:49,remove are you still here pop up,Negative,Yes,UI/UX and Usability,Unnecessary Popups,,,,,
7/22/2024 11:56,saya sangat suka pada saat trf brifast gratis biaya trf,Positive,No,Fees and Rates,No Transaction Fees,,,,,
7/22/2024 12:12,Saya pernah TELAT Bayar KTA blacklist seumur hidup… tidak ada toleransinya…,Negative,No,Services,Loan Approval Issues,,,,,
7/22/2024 12:22,mantab,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 12:24,jangan keseringan update,Negative,Yes,Features and Promotion,Frequent Updates,,,,,
7/22/2024 13:06,jarang yg punya rekening Permata,Neutral,No,Services,Account Availability,,,,,
7/22/2024 13:07,good,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 13:30,thats Good,Positive,no,General,General Positive Feedback,,,,,
7/22/2024 13:39,aplikasi sering error,Negative,Yes,Reliability,Frequent Errors,,,,,
7/22/2024 13:43,tolong diperlihatkan mutasi nya,Negative,Yes,Features and Promotion,Missing Features,,,,,
7/22/2024 13:49,aplikasi terkadang masih lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 14:10,jarang ada promo,Negative,No,Features and Promotion,Lack of Promotions,,,,,
7/22/2024 14:26,qris masih sering error,Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 14:38,"orang permata yang menawarkan pinjaman di pinggir jalan meresahkan , dengan iming2 memberi botol minum dengan bukti foto tahunya membuat kartu kredit di hp saya tanpa izin",Negative,No,Services,Unwanted Credit Card Offers,,,,,
7/22/2024 14:46,Tidak promo referal so jadi malas referensi,Negative,No,Features and Promotion,Lack of Referral Program,,,,,
7/22/2024 14:58,ATM Terbatas,Negative,No,Services,ATM Availability,,,,,
7/22/2024 15:32,banyak gangguan,Negative,Yes,Reliability,Frequent Disruptions,,,,,
7/22/2024 15:33,lola… kurang sat set,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 15:40,kenapa setiap mengajukan pinjaman selalu di tolak… semua jenis pinjaman,Negative,No,Services,Loan Approval Issues,,,,,
7/22/2024 15:41,QR blm kerjasama dgn indomaret,Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 15:43,Bifast,Positive,Yes,Features and Promotion,General Positive Feedback,,,,,
7/22/2024 15:50,lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 15:50,security,Positive,Yes,Services,Security,,,,,
7/22/2024 16:11,jangan sering gangguan,Negative,Yes,Reliability,Frequent Disruptions,,,,,
7/22/2024 16:13,penjualan surat berharga negara bisa dilakukan via permata mobile x,Positive,Yes,Features and Promotion,New Feature Request,,,,,
7/22/2024 17:06,terlalu lemot buka aplikasinya,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 17:14,Perbaiki sistem agar tidak sering terjadi kendala sistem yg menyebabkan APK tidak dapat digunakan,Negative,Yes,Reliability,Frequent Errors,,,,,
7/22/2024 17:41,semua nya sudah ok,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 17:43,mantabs,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 17:59,mesin atm masih susah di temukan,Negative,No,Services,ATM Availability,,,,,
7/22/2024 18:06,"prosesnya lama, muter",Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 18:12,mantapppp,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 18:47,biaya transaksi yg 0 rupiah ke bank manapun,Positive,No,Fees and Rates,No Transaction Fees,,,,,
7/22/2024 18:54,gagal wae gajelas lu,Negative,Yes,Reliability,Transaction Issues,,,,,
7/22/2024 19:08,mau transfer susahh mau scan juga Ndak bisaa,Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 19:28,be better,Positive,Yes,General,General Positive Feedback,,,,,
7/22/2024 19:38,kalo masuk aplikasi masih agak lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 19:39,login kurang cepat,Negative,Yes,Ease and Speed,Slow Login,,,,,
7/22/2024 19:46,keamanan harap ditingkatkan,Positive,Yes,Services,Security,,,,,
7/22/2024 20:01,lemot bgt apk nya,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 20:18,"Kenapa aplikasi permata itu lemot sekali,… Beda sekali dg BCA …TOLONG DITINGKATKAN PERFORMA",Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 20:21,yang penting selalu tingkatkan keamanan,Positive,Yes,Services,Security,,,,,
7/22/2024 20:23,"Di beberapa merchant QRIS permata sering error atau tidak berlaku ato tdk diterima contoh di loket MRT , kasir indomaret",Negative,Yes,Features and Promotion,QR Code Issues,,,,,
7/22/2024 20:54,"please add pay with face id without pass code. i pay by qr to make it fast. but i need to put pass, it takes time. make it easier with qr and face id",Positive,Yes,Features and Promotion,New Feature Request,,,,,
7/22/2024 21:19,"loadingnya agak lama sih pas start dan kadang ga bisa diakses pas tanggal gajian tapi karena bebas biaya transfer saya tetep hepi, setia dan ga komplain",Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 23:12,Apk lambat,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/22/2024 23:34,saya pernah ngajukan kta…dan telah lunas…kenapa pinjaman saya ditolak sekarang,Negative,No,Services,Loan Approval Issues,,,,,
7/22/2024 23:45,kdkdkjfif,Neutral,No,General,General Neutral Feedback,,,,,
7/23/2024 2:13,"Aplikasinya tingkatnya biar ga delay, sangat menggangu sampai kadang salah klik",Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
7/23/2024 2:54,tidak mudah dalam membaca QR code pada waktu proses menjalankan QRIS payment bila dibandingkan dengan yang lain.,Negative,Yes,Features and Promotion,Errors in account information,,,,,
7/23/2024 3:02,bayar pajak kendaraan,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 4:07,good,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 4:20,"fiturnya agak membingungkan, kurang simpel dan sering eror pas qris",Negative,Yes,Features and Promotion,Complex UI/UX,,,,,
7/23/2024 5:03,suka error ketika login masuk,Negative,Yes,UI/UX and Usability,Login issues,,,,,
7/23/2024 5:24,sering gangguan,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 5:29,lemot kadang,Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 5:29,lemot kadang,Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 5:54,Perbaikan Tatanan fitur dan perbaiki bug yang ada seperti scan barcode pembayaran yang sangat lama dan sering terkendala,Negative,Yes,UI/UX and Usability,Errors in account information,,,,,
7/23/2024 6:29,Mutasi kadang tidak ada,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 6:53,masuk berat dan lama trus loguot terlalu banyak langkah tidak ada langkah singkat,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
7/23/2024 6:57,"suka error klo tanggal gajian masuk, nyebelin",Negative,Yes,UI/UX and Usability,Login issues,,,,,
7/23/2024 7:03,"bagi handphone yang memory penyimpanan kurang, sangat tidak nyaman kalau setiap bulan harus update",Negative,Yes,UI/UX and Usability,Updates too common,,,,,
7/23/2024 7:05,Di tingkat kan lg untuk beberapa transaksi online PDAM khususnya daerah karawang tirta tarum agar pengguna seperti saya lebih mudah transaksi di permata mobile X,Positive,Yes,Services,General Positive Feedback,,,,,
7/23/2024 7:39,lemot..banyakan klik2,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
7/23/2024 7:50,EDC nya jarang,Negative,No,Services,General Negative Feedback,,,,,
7/23/2024 8:11,kalo transfer resi nya tidak langsung muncul. dan sering loading nya lama,Negative,Yes,Reliability,Failed Transactions,,,,,
7/23/2024 9:31,Susah nabung dollar alasan uangnya jelek padahal itu uang baru diambil juni dari bank mandiri,Negative,No,Fees and Rates,General Negative Feedback,,,,,
7/23/2024 9:39,ok sekali,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 9:40,sangat mudah dan sangat mambantu,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 9:53,sudah dari kemarin tidak bisa transfer. aneh,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 10:09,mesin setor tunai tidak ada,Negative,No,Services,General Negative Feedback,,,,,
7/23/2024 10:19,PENGALAMAN SETELAH TF MENGGAGU BANGET,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 10:31,oke,Neutral,No,General,General Neutral Feedback,,,,,
7/23/2024 10:31,"kadang kalau mengunakan Qris agak susah, sering gagal pada saat pembayaran",Negative,Yes,Features and Promotion,Errors in account information,,,,,
7/23/2024 10:44,aplikasinya agak lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 10:56,"Lebih mudah digunakan dan praktis, ada tampilan Akses Forex dan SBN lebih mudah",Positive,Yes,Features and Promotion,Missing Features and Promotion,,,,,
7/23/2024 11:27,Sering error jika tf ke bank lain,Negative,Yes,Reliability,Failed Transactions,,,,,
7/23/2024 11:27,rekening kartu kredit tidak ada,Negative,No,Services,General Negative Feedback,,,,,
7/23/2024 11:43,permudah pengajuan ktanya kan banyak yg pake perol permata giliran pengajuan KTA susah disetujui. klo bikin tabungan cepet,Negative,No,Services,General Negative Feedback,,,,,
7/23/2024 12:06,saya tidak menemukan cara ubah sms otp menjadi MPIN,Negative,Yes,Features and Promotion,Missing Features and Promotion,,,,,
7/23/2024 12:12,sering ilang sendiri duitnya... terus harus di telpon pihak permata.. habis di telpon bru muncul lagi.... untuk ke amanan kurang baik,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 12:24,sisa tagihan tidak sesuai dengan pemotongan yang sudah di cicil,Negative,No,Fees and Rates,General Negative Feedback,,,,,
7/23/2024 12:50,update detail transaksinya sering terlambat..,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 13:15,ok,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 13:16,bagus,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 13:35,bagus,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 13:50,ATM setor tarik tunai,Positive,No,Services,General Positive Feedback,,,,,
7/23/2024 14:01,need an app for business banking,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 14:04,"When inputting the password, please give options so we can see what we type in. just like other mobile banking applications ...",Negative,Yes,UI/UX and Usability,Login issues,,,,,
7/23/2024 14:19,always system failure,Negative,Yes,Reliability,General Negative Feedback,,,,,
7/23/2024 14:23,10,Neutral,No,General,General Neutral Feedback,,,,,
7/23/2024 14:33,fitur daftar rekening di permusah atau dibuat list saja jadi tidak bingung,Positive,Yes,Features and Promotion,Missing Features and Promotion,,,,,
7/23/2024 14:37,nice,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 14:48,"good, speed up kadang lemot",Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 15:14,semua sdh sesuai dan bagus harap ditingkat lagi trmksh,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 15:14,scan QRIS sering bermasalah atau gagal. padahal sinyal kuat.,Negative,Yes,Features and Promotion,Errors in account information,,,,,
7/23/2024 15:27,Seringkali Gagal transfer ttapi saldo sudah ter Debet.. Koneksi jg lama sering DISCONNECT..,Negative,Yes,Reliability,Failed Transactions,,,,,
7/23/2024 15:47,sudah bagus,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 15:50,atm susah dicari.,Negative,No,Services,General Negative Feedback,,,,,
7/23/2024 15:54,mantap,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 16:07,oke,Neutral,No,General,General Neutral Feedback,,,,,
7/23/2024 16:16,mantap,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 16:25,suka lama buka permatamobile x nya,Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 16:46,good job,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 16:49,aplikasi lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 17:06,mobele x lambat loding jdi d percepat karena pelanggan butuh cepat,Negative,Yes,Ease and Speed,Slow application,,,,,
7/23/2024 17:13,ATM nya di perbanyak,Positive,No,Services,General Positive Feedback,,,,,
7/23/2024 17:14,nice,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 17:15,ok,Neutral,No,General,General Neutral Feedback,,,,,
7/23/2024 17:16,good,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 17:24,"ketika sedang dalam login, transfer masuk itu harusnya langsung tertambah saldo nya.. tidak perlu login ulang untuk.. memperbarui jumlah saldo yg baru masuk",Negative,Yes,Reliability,Failed Transactions,,,,,
7/23/2024 17:31,good,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 17:31,good,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 17:31,good,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 17:31,good,Positive,No,General,General Positive Feedback,,,,,
7/23/2024 17:32,good,Positive,No,General,General Positive Feedback,,,,,
